Speaker	Utterance	Emotion	Sentiment
Chandler	What a baby.	sadness	negative

Monica	Okay, we have a lot of options here, a number of prototypes for you to try on.	neutral	neutral
Joey	Wow! This looks great!	joy	positive
Monica	Yeah! Okay, this one is a mushroom cap.  Umm, this one is made of bologna.	joy	positive
Joey	And-and-and-and-and the toothpicks?	disgust	negative

Monica	You kissed another woman!	anger	negative
Chandler	Call it even?!	neutral	neutral
Monica	Okay!	joy	positive

Monica	Okay!	joy	positive
Ross	Well, I’m gonna go get these  in some water.	neutral	neutral
Ross	No-no, I took them from the hotel lobby.	neutral	neutral
Ross	Yeah, they think they can charge me for some dirty movie and a bag of Mashuga nuts, they got another think coming.	anger	negative
Ross	Hey!	surprise	positive
Ross	My sweater!	surprise	positive
Ross	I’ve been looking for this for like a month!	surprise	positive

Ross	Well, I’m gonna go get these  in some water.	neutral	neutral
Phoebe	Wait you stole those from these people’s wedding?	surprise	negative
Ross	No-no, I took them from the hotel lobby.	neutral	neutral
Ross	Yeah, they think they can charge me for some dirty movie and a bag of Mashuga nuts, they got another think coming.	anger	negative
Ross	Hey!	surprise	positive
Ross	My sweater!	surprise	positive
Ross	I’ve been looking for this for like a month!	surprise	positive
Phoebe	Oh my God!!	surprise	negative

Phoebe	Oh my God!!	surprise	negative
Joey	Oh my God!	surprise	negative

Kate	Happy?! Is that what I’m supposed to be Vic? Happy?	anger	negative
Joey	Well, why don’t you tell me what you’re supposed to be!	anger	negative
Joey	Huh?	surprise	negative
Joey	Because I sure as hell can’t figure it out!	anger	negative
Joey	I talk to you and nothin’.	anger	negative
Joey	You look at me, and it’s nothin’.	anger	negative
Joey	Nothing.	anger	negative
Joey	Yeah.	neutral	neutral
Kate	I think my character’s gonna need a little bit more of reason than that.	neutral	neutral
Joey	Oh, hey, how about this one.	neutral	neutral
Joey	Ah, it’s says so in the script!	anger	negative
Joey	Y'know ah, I-I don’t know why my character likes you either, I mean it says in the script here that you’re a bitch.	anger	negative
Kate	It doesn’t say that in the script.	anger	negative
Joey	It does in mine!	anger	negative

Joey	Well, why don’t you tell me what you’re supposed to be!	anger	negative
Joey	Huh?	surprise	negative
Joey	Because I sure as hell can’t figure it out!	anger	negative
Joey	I talk to you and nothin’.	anger	negative
Joey	You look at me, and it’s nothin’.	anger	negative
Joey	Nothing.	anger	negative
The Director	Tasty! I’m really starting to feel like you guys have a history, it’s-it’s nice.	joy	positive
The Director	Peel the onion. First of all, he’s good looking.	neutral	neutral
Joey	Yeah.	neutral	neutral
Joey	Oh, hey, how about this one.	neutral	neutral
Joey	Ah, it’s says so in the script!	anger	negative
Joey	Y'know ah, I-I don’t know why my character likes you either, I mean it says in the script here that you’re a bitch.	anger	negative

The Director	Tasty! I’m really starting to feel like you guys have a history, it’s-it’s nice.	joy	positive
Kate	I have a question about this scene.	neutral	neutral
The Director	Yes?	neutral	neutral
Kate	Well, I don’t understand why Adrienne’s attracted to Victor.	disgust	negative
The Director	Peel the onion. First of all, he’s good looking.	neutral	neutral

Phoebe	I can’t	anger	negative
Joey	Yeah! You gotta tell a girl before you tape her. Such a rookie mistake.	anger	negative

Joey	Yeah! You gotta tell a girl before you tape her. Such a rookie mistake.	anger	negative
Chandler	Y’know who has a great video camera?	neutral	neutral
Chandler	Let’s call ‘em.	neutral	neutral
Joey	Yeah! Ask them if they brought their friends any souvenirs!	joy	positive

Chandler	Y’know who has a great video camera?	neutral	neutral
Phoebe	Greg and Jenny?	neutral	neutral

Phoebe	Greg and Jenny?	neutral	neutral
Monica	Do you still wanna call ‘em? I wanna call ‘em.	neutral	neutral

Monica	Do you still wanna call ‘em? I wanna call ‘em.	neutral	neutral
Chandler	Let’s call ‘em.	neutral	neutral
Monica	Uh sorry, wrong number.	fear	negative
Chandler	Here you go.	neutral	neutral
Monica	Hello?   It’s the deli again!	surprise	negative

Joey	Yeah! Ask them if they brought their friends any souvenirs!	joy	positive
Monica	Hello?  Eighth street deli?	neutral	neutral
Joey	Hey, hang up! You get food poisoning just talkin’ to that place.	disgust	negative
Monica	Uh sorry, wrong number.	fear	negative
Monica	Hello?   It’s the deli again!	surprise	negative
Joey	All right! I’ll have a sandwich!	joy	positive
Monica	I don’t think this number’s right!	sadness	negative

Monica	I don’t think this number’s right!	sadness	negative
Rachel	Oh come on!!	sadness	negative

Mr. Tribbiani	Gotta go. I miss you too, I love you, but it's getting real late now	sadness	negative
Joey	Hey Ma. Listen, I made the appointment with Dr. Bazida, and... Excuse me?  Did you know this isn't Ma?	surprise	negative
Mr. Tribbiani	Her name's Ronni. She's a pet mortician.	neutral	neutral
Joey	Sure. So how long you been...	neutral	neutral
Mr. Tribbiani	Remember when you were a little kid, I used to take you to the navy yard and show you the big ships?	neutral	neutral
Joey	Since then?!	surprise	negative
Mr. Tribbiani	No, it's only been six years.	neutral	neutral
Mr. Tribbiani	I just wanted to put a nice memory in your head so you'd know that I wasn't always such a terrible guy.	neutral	neutral
Mr. Tribbiani	...Joe.	neutral	neutral
Mr. Tribbiani	Y'ever been in love?	neutral	neutral
Joey	...I d'know.	neutral	neutral
Mr. Tribbiani	Then y'haven't. You're burning your tomatoes.	neutral	neutral
Joey	You're one to talk.	disgust	negative
Mr. Tribbiani	Joe, your dad's in love big time. And the worst part of it is, it's with two different women.	neutral	neutral
Joey	Oh man. Please tell me one of 'em is Ma.	disgust	negative
Mr. Tribbiani	Of course, course one of 'em's Ma. What's the matter with you.	surprise	negative

Chandler	Everything’s gonna be all right. Okay, Dick?	neutral	neutral
Guru Saj	Hello, I am Guru Saj--Whoa!!  That’s supposed to be a duck right? ‘Cause otherwise, this is waaay out of my league.	surprise	negative

Monica	Hey, Rach, how was work?	neutral	neutral
Rachel	Oh, great. Although I did sit down where there wasn’t a chair.	neutral	neutral
Monica	By the way, Ross dropped by a box of your stuff.	neutral	neutral
Rachel	Oh, well, I guess I had that one coming.	neutral	neutral
Rachel	I’m just gonna throw it out, it’s probably just a bunch of shampoo and...	neutral	neutral
Monica	Something wrong?	neutral	neutral
Rachel	No. Nothing.	neutral	neutral

Charlie	And then, and then you said that thing about, about bringing the Mesozoic era in the 21st century.	neutral	neutral
Ross	Yeah, that's it?	surprise	positive
Charlie	Yeah.	neutral	neutral

Joey	Dude, I am sorry about what I said!	sadness	negative
Chandler	No, no, you’re right, it is a ridiculous name!	disgust	negative
Joey	It’s not that bad.	neutral	neutral
Chandler	Yes it is! From now on, I have no first name.	anger	negative
Joey	So, you’re just Bing?	neutral	neutral

Monica	Because we won our apartment back!	joy	positive
Joey	What? Ace is high! Jack, queen, king, ace!	surprise	negative
Monica	No! Ace is low! Ace, two, three, four!	anger	negative
Monica	But, we pick again! We pick again!	joy	positive
Joey	Why?!	neutral	neutral
Monica	I don’t know!	fear	negative

Monica	No! Ace is low! Ace, two, three, four!	anger	negative
Phoebe	I don’t know. Ooh! Ooh! Look it!  Ah-ha!	surprise	positive

Phoebe	I don’t know. Ooh! Ooh! Look it!  Ah-ha!	surprise	positive
Rachel	All right, cut, let’s pick again, pick again.	neutral	neutral

Rachel	All right, cut, let’s pick again, pick again.	neutral	neutral
Joey	Okay.	neutral	neutral
Rachel	Come on apartment! Come on apartment!  Oh! I know queen is high!	anger	negative
Joey	Uh-huh, not as high as… It worked! King!	surprise	positive

Joey	Uh-huh, not as high as… It worked! King!	surprise	positive
Chandler	Yeah baby!	joy	positive
Chandler	Tickets please!  That’s courtside baby!	joy	positive
Joey	Seriously, good game though. Good game.   What are they so mad about? They get the apartment back!	surprise	negative
Chandler	No they didn’t!	joy	positive

Chandler	Yeah baby!	joy	positive
Monica	But, we pick again! We pick again!	joy	positive
Monica	I don’t know!	fear	negative
Chandler	Tickets please!  That’s courtside baby!	joy	positive

Chandler	You know, I don't think we brought enough stuff. Did you forget to pack the baby's anvil?	neutral	neutral
Joey	It's gonna be worth it.	neutral	neutral
Joey	It's a known fact that women love babies, all right?	neutral	neutral
Joey	Women love guys who love babies.	neutral	neutral
Joey	It's that whole sensitive thing.	neutral	neutral
Joey	Quick, aim him at that pack o' babes over there.	neutral	neutral
Joey	Maybe one of them will break away.	neutral	neutral
Joey	No, no wait, for get them, we got one, hard left.	joy	positive
Joey	All right, gimme the baby.	neutral	neutral
Chandler	No, I got him.	neutral	neutral
Chandler	Oh, seriously you want him?	surprise	positive
Joey	Hello.	neutral	neutral
Chandler	Well, don't, don't think me immodest, but, me?	surprise	positive
Joey	You wanna smell him?	neutral	neutral
Joey	Oh, yeah. He's got that great baby smell. Get a whiff of his head.	joy	positive
Joey	What'd I tell you? What'd I tell you?	joy	positive
Chandler	Well, we are great guys.	neutral	neutral

Ross	Well, not really.	neutral	neutral
Ross	I mean technically it’s-it’s not against the rules or anything, but it is frowned upon.	neutral	neutral
Ross	Especially by that professor we ran into last night, Judgey von Holierthanthou.	anger	negative
Monica	Well Ross, you be careful now. You don’t want to get a reputation as y’know Professor McNailshisstudents.	joy	positive
Ross	Yeah. What-what should I do?	fear	negative
Monica	What?! You’re going out with her again!	surprise	negative
Ross	Going out with who?	neutral	neutral

Ross	Well, not really.	neutral	neutral
Ross	I mean technically it’s-it’s not against the rules or anything, but it is frowned upon.	neutral	neutral
Ross	Especially by that professor we ran into last night, Judgey von Holierthanthou.	anger	negative
Ross	Yeah. What-what should I do?	fear	negative
Joey	Well Ross, it seems pretty clear.	neutral	neutral
Joey	I mean what’s more important?	neutral	neutral
Joey	What people think or how you feel, huh?	neutral	neutral
Joey	Ross, you gotta follow your heart.	neutral	neutral

Joey	Well Ross, it seems pretty clear.	neutral	neutral
Joey	I mean what’s more important?	neutral	neutral
Joey	What people think or how you feel, huh?	neutral	neutral
Joey	Ross, you gotta follow your heart.	neutral	neutral
Monica	Joey that is so sweet.	joy	positive
Monica	Joey! You didn’t even know her!	surprise	positive
Joey	Ah whatever!	anger	negative

Monica	Joey that is so sweet.	joy	positive
Chandler	Hey.	neutral	neutral
Chandler	Hey, relax I just need more time. We’re going to dinner tonight.	neutral	neutral
Monica	What?! You’re going out with her again!	surprise	negative
Chandler	No, that was Dana Caplin.	neutral	neutral
Monica	Joey! You didn’t even know her!	surprise	positive

Joey	Well Ross, it seems pretty clear.	neutral	neutral
Joey	I mean what’s more important?	neutral	neutral
Joey	What people think or how you feel, huh?	neutral	neutral
Joey	Ross, you gotta follow your heart.	neutral	neutral
Chandler	Hey.	neutral	neutral
Joey	Hey-hey-hey! So, how did it go with Dana? Any reason I should leave a block of time open say Thursday?	neutral	neutral
Chandler	I couldn’t do it.	sadness	negative
Joey	You couldn’t do it?!	surprise	negative
Chandler	Hey, relax I just need more time. We’re going to dinner tonight.	neutral	neutral

Ross	Well, not really.	neutral	neutral
Ross	I mean technically it’s-it’s not against the rules or anything, but it is frowned upon.	neutral	neutral
Ross	Especially by that professor we ran into last night, Judgey von Holierthanthou.	anger	negative
Ross	Going out with who?	neutral	neutral
Chandler	Uh, Dana Keystone from college.	neutral	neutral
Ross	Oh yeah! Wasn’t she uh	surprise	positive
Chandler	No, that was Dana Caplin.	neutral	neutral

Joey	Morning! Hey, how’s my favorite genius and my little robot buddy?!	joy	positive
Wayne	Don’t touch him!	anger	negative
Joey	Okay!	surprise	positive
Joey	All right.	neutral	neutral
Joey	Umm, all right Wayne, level with me.	neutral	neutral
Joey	I-I keep hearing all these rumors that I might get fired.	fear	negative
Joey	Okay, they even have actors coming in to read for my part!	fear	negative
Joey	Come on man, you-you got to give me a second chance!	sadness	negative
Joey	I mean, I love-I love this little guy!	joy	positive
Joey	Ah-ah!!	surprise	negative
Joey	Okay, that’s why you didn’t want me to touch him right?	surprise	negative
Joey	Here you go!	neutral	neutral
Joey	Okay?	neutral	neutral
Joey	Stupid!	anger	negative
Joey	I can’t believe it!	surprise	negative
Joey	God!	anger	negative
Joey	Hey, how you doin’?	neutral	neutral

Ross	Hey.	neutral	neutral
Rachel	Hi. Look um, about what happened earlier...	sadness	negative
Ross	No, hey, well, I-I completely understand. You were, you were stressed.	neutral	neutral
Rachel	I was gonna give you a chance to apologise to me.	disgust	negative
Ross	For what? For letting you throw me out of your office?	anger	negative
Rachel	You had no	anger	negative
Ross	Yeah, well excuse me for wanting to be with my girlfriend on our anniversary, boy what an ass am I.	anger	negative
Rachel	But I told you, I didn’t have the time!	anger	negative
Ross	Yeah, well you never have the time. I mean, I don’t feel like I even have a girlfriend anymore, Rachel.	anger	negative
Rachel	Wh, Ross what do you want from me?	anger	negative
Rachel	You want me, you want me to quit my job so you can feel like you have a girlfriend?	anger	negative

Monica	I know.	neutral	neutral
Phoebe	Ooh, I have to tell you something.	joy	positive
Monica	What?	neutral	neutral
Phoebe	But I can’t tell you.	neutral	neutral
Monica	Okay, but wouldn’t it be easier if you had to tell me something that you could tell me.	neutral	neutral
